Rk,Player,Draft Team,Round,Pick,Draft Year,College,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional
132,Keyontae Johnson,OKC,2,50,2023,Kansas State,2023-24,23,OKC,9,0,0,66,5,16,4,13,1,3,0,0,4,6,10,4,1,0,4,5,11,.313,.308,.333,,.344,.344,F,johnske08
133,Colby Jones,CHA,2,34,2023,Xavier,2023-24,21,SAC,30,0,0,192,28,71,26,49,2,22,6,11,17,23,40,20,7,5,10,29,64,.394,.531,.091,.545,.422,.408,G,jonesco02
134,Maxwell Lewis,DEN,2,40,2023,Pepperdine,2023-24,21,LAL,34,0,0,103,4,21,3,12,1,9,2,3,2,2,4,6,2,1,10,5,11,.190,.250,.111,.667,.246,.214,F,lewisma05
135,E.J. Liddell,NOH,2,41,2022,Ohio State,2023-24,23,NOP,8,0,0,23,1,6,1,1,0,5,2,2,0,5,5,1,2,2,2,2,4,.167,1.000,.000,1.000,.291,.167,F,liddeej01
136,Dereck Lively II,OKC,1,12,2023,Duke,2023-24,19,DAL,55,42,0,1294,221,296,221,294,0,2,41,81,135,243,378,60,36,77,50,144,483,.747,.752,.000,.506,.728,.747,C,livelde01
137,Chris Livingston,MIL,2,58,2023,Kentucky,2023-24,20,MIL,21,0,0,90,11,22,10,17,1,5,3,4,3,18,21,5,2,0,5,15,26,.500,.588,.200,.750,.547,.523,F,livinch01
138,Seth Lundy,ATL,2,46,2023,Penn State,2023-24,23,ATL,9,0,0,52,4,17,1,4,3,13,3,4,1,6,7,0,0,0,1,6,14,.235,.250,.231,.750,.373,.324,G-F,lundyse01
139,Vasilije Micić,PHI,2,52,2014,,2023-24,30,CHOOKC,60,21,0,1176,159,370,116,216,43,154,61,75,14,74,88,262,31,7,99,68,422,.430,.537,.279,.813,.524,.488,G,micicva01
140,Brandon Miller,CHA,1,2,2023,Alabama,2023-24,21,CHO,74,68,0,2383,476,1083,292,590,184,493,143,173,60,255,315,175,66,42,132,184,1279,.440,.495,.373,.827,.552,.524,F-G,millebr02
141,Jordan Miller,LAC,2,48,2023,Miami (FL),2023-24,24,LAC,8,0,0,28,5,9,4,7,1,2,2,2,3,2,5,0,0,0,1,2,13,.556,.571,.500,1.000,.658,.611,G,millejo02
142,Leonard Miller,SAS,2,33,2023,,2023-24,20,MIN,17,0,0,52,13,20,11,15,2,5,1,2,5,15,20,8,2,1,1,5,29,.650,.733,.400,.500,.694,.700,F,millele01
143,Kris Murray,POR,1,23,2023,Iowa,2023-24,23,POR,62,29,0,1348,145,366,96,183,49,183,37,56,85,139,224,80,53,21,55,92,376,.396,.525,.268,.661,.481,.463,F,murrakr01
144,Filip Petrušev,PHI,2,50,2021,Gonzaga,2023-24,23,PHISAC,3,0,0,10,1,2,1,2,0,0,1,2,0,1,1,0,0,0,0,1,3,.500,.500,,.500,.521,.500,F-C,petrufi01
145,Julian Phillips,BOS,2,35,2023,Tennessee,2023-24,20,CHI,40,0,0,323,32,77,20,39,12,38,13,19,12,24,36,13,7,7,10,40,89,.416,.513,.316,.684,.521,.494,F,phillju01
146,Jalen Pickett,IND,2,32,2023,Penn State,2023-24,24,DEN,27,0,0,122,15,35,6,10,9,25,3,4,1,13,14,21,4,0,9,13,42,.429,.600,.360,.750,.571,.557,G,pickeja02
147,Brandin Podziemski,GSW,1,19,2023,Santa Clara,2023-24,20,GSW,74,28,0,1968,271,597,181,363,90,234,50,79,118,309,427,273,61,14,88,122,682,.454,.499,.385,.633,.540,.529,G,podzibr01
148,Olivier-Maxence Prosper,SAC,1,24,2023,Marquette,2023-24,21,DAL,40,1,0,336,40,104,27,59,13,45,28,41,25,54,79,22,7,4,8,20,121,.385,.458,.289,.683,.496,.447,F,prospol01
149,Rayan Rupert,POR,2,43,2023,,2023-24,19,POR,39,12,0,633,54,161,26,83,28,78,19,25,24,68,92,62,12,3,31,56,155,.335,.313,.359,.760,.451,.422,G,ruperra01
150,Gui Santos,GSW,2,55,2022,,2023-24,21,GSW,23,0,0,192,28,55,18,28,10,27,16,17,17,32,49,14,4,2,7,23,82,.509,.643,.370,.941,.656,.600,F,santogu01
151,Marcus Sasser,MEM,1,25,2023,Houston,2023-24,23,DET,71,11,0,1351,219,512,129,272,90,240,58,66,11,114,125,236,44,12,90,103,586,.428,.474,.375,.879,.542,.516,G,sassema01
152,Brice Sensabaugh,UTA,1,28,2023,Ohio State,2023-24,20,UTA,32,11,0,584,85,218,51,103,34,115,37,41,16,86,102,55,13,6,47,43,241,.390,.495,.296,.902,.511,.468,F,sensabr01
153,Ben Sheppard,IND,1,26,2023,Belmont,2023-24,22,IND,57,1,0,814,90,229,41,73,49,156,23,26,15,74,89,53,33,2,15,88,252,.393,.562,.314,.885,.524,.500,G,sheppbe01
154,Jalen Slawson,SAC,2,54,2023,Furman,2023-24,24,SAC,12,0,0,37,4,6,4,4,0,2,0,0,1,6,7,2,1,1,2,8,8,.667,1.000,.000,,.667,.667,F,slawsja01
155,Nick Smith Jr.,CHA,1,27,2023,Arkansas,2023-24,19,CHO,51,0,0,729,113,289,50,143,63,146,13,15,18,54,72,59,10,7,39,55,302,.391,.350,.432,.867,.511,.500,G,smithni01
156,Julian Strawther,IND,1,29,2023,Gonzaga,2023-24,21,DEN,50,0,0,545,82,222,41,84,41,138,22,31,5,56,61,47,17,7,23,54,227,.369,.488,.297,.710,.482,.462,F,strawju01
157,Amen Thompson,HOU,1,4,2023,,2023-24,21,HOU,62,23,0,1388,239,446,231,388,8,58,106,155,148,261,409,163,78,38,90,141,592,.536,.595,.138,.684,.576,.545,G-F,thompam01
158,Ausar Thompson,DET,1,5,2023,,2023-24,21,DET,63,38,0,1583,232,480,211,367,21,113,71,119,129,273,402,120,68,59,84,175,556,.483,.575,.186,.597,.522,.505,G,thompau01
159,Hunter Tyson,OKC,2,37,2023,Clemson,2023-24,23,DEN,18,0,0,48,8,20,4,6,4,14,0,0,1,8,9,2,1,0,2,10,20,.400,.667,.286,,.500,.500,F,tysonhu01
160,Sasha Vezenkov,NJN,2,57,2017,,2023-24,28,SAC,42,0,0,511,84,191,39,71,45,120,12,15,30,66,96,19,20,7,12,42,225,.440,.549,.375,.800,.569,.558,F,vezenal01
161,Tristan Vukcevic,WAS,2,42,2023,,2023-24,20,WAS,10,4,0,153,29,67,19,31,10,36,17,22,6,30,36,13,5,7,10,28,85,.433,.613,.278,.773,.554,.507,F-C,vukcetr01
162,Jarace Walker,WAS,1,8,2023,Houston,2023-24,20,IND,33,0,0,340,45,110,23,55,22,55,8,9,12,51,63,40,15,11,17,29,120,.409,.418,.400,.889,.527,.509,F,walkeja02
163,Cason Wallace,DAL,1,10,2023,Kentucky,2023-24,20,OKC,82,13,0,1692,217,442,119,208,98,234,29,37,52,135,187,120,76,37,45,129,561,.491,.572,.419,.784,.612,.602,G,wallaca01
164,Jordan Walsh,SAC,2,38,2023,Arkansas,2023-24,19,BOS,9,1,0,83,6,15,4,6,2,9,1,2,5,15,20,5,5,1,3,11,15,.400,.667,.222,.500,.472,.467,G-F,walshjo01
165,Victor Wembanyama,SAS,1,1,2023,,2023-24,20,SAS,71,71,0,2106,551,1186,423,792,128,394,292,367,161,594,755,274,88,254,260,153,1522,.465,.534,.325,.796,.565,.519,C-F,wembavi01
166,Dariq Whitehead,NJN,1,22,2023,Duke,2023-24,19,BRK,2,0,0,24,1,5,1,2,0,3,1,2,0,4,4,3,0,1,0,0,3,.200,.500,.000,.500,.255,.200,F,whiteda01
167,Cam Whitmore,HOU,1,20,2023,Villanova,2023-24,19,HOU,47,2,0,880,212,467,133,247,79,220,76,112,44,136,180,33,30,17,46,64,579,.454,.538,.359,.679,.561,.539,F,whitmca01
168,Jalen Wilson,NJN,2,51,2023,Kansas,2023-24,23,BRK,43,3,0,664,76,179,52,105,24,74,38,46,47,84,131,45,11,4,19,48,214,.425,.495,.324,.826,.537,.492,F,wilsoja03
169,Isaiah Wong,IND,2,55,2023,Miami (FL),2023-24,23,IND,1,0,0,4,1,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,.333,.500,.000,,.333,.333,G,wongis01
170,Ochai Agbaji,CLE,1,14,2022,Kansas,2022-23,22,UTA,59,22,0,1209,165,386,84,158,81,228,56,69,43,78,121,67,16,15,41,99,467,.427,.532,.355,.812,.561,.532,G,agbajoc01
171,Patrick Baldwin Jr.,GSW,1,28,2022,Milwaukee,2022-23,20,GSW,31,0,0,226,43,109,11,25,32,84,4,6,1,39,40,11,6,4,11,14,122,.394,.440,.381,.667,.546,.541,G-F,baldwpa01
172,Paolo Banchero,ORL,1,1,2022,Duke,2022-23,20,ORL,72,72,0,2430,479,1122,394,837,85,285,394,534,84,413,497,269,60,39,200,160,1437,.427,.471,.298,.738,.529,.465,F,banchpa01
173,MarJon Beauchamp,MIL,1,24,2022,,2022-23,22,MIL,52,11,0,701,96,243,49,101,47,142,27,37,38,77,115,35,21,7,45,71,266,.395,.485,.331,.730,.513,.492,G,beaucma01
174,Malaki Branham,SAS,1,20,2022,Ohio State,2022-23,19,SAS,66,32,0,1550,269,611,192,356,77,255,58,70,28,153,181,127,33,7,76,115,673,.440,.539,.302,.829,.524,.503,G,branhma01
175,Christian Braun,DEN,1,21,2022,Kansas,2022-23,21,DEN,76,6,0,1181,143,289,109,193,34,96,40,64,48,133,181,59,41,17,35,101,360,.495,.565,.354,.625,.568,.554,G,braunch01
176,Kendall Brown,MIN,2,48,2022,Baylor,2022-23,19,IND,6,0,0,40,4,7,4,6,0,1,1,2,2,4,6,3,4,0,2,9,9,.571,.667,.000,.500,.571,.571,G-F,brownke03
177,Kennedy Chandler,SAS,2,38,2022,Tennessee,2022-23,20,MEM,36,0,0,281,35,83,33,68,2,15,6,13,9,29,38,58,12,5,18,15,78,.422,.485,.133,.462,.440,.434,G,chandke01
178,Max Christie,LAL,2,35,2022,Michigan State,2022-23,19,LAL,41,3,0,512,44,106,18,44,26,62,14,16,7,68,75,21,9,7,13,33,128,.415,.409,.419,.875,.566,.538,G,chrisma02
179,Dyson Daniels,NOH,1,8,2022,,2022-23,19,NOP,59,11,0,1042,87,208,60,122,27,86,26,40,36,152,188,134,43,11,57,99,227,.418,.492,.314,.650,.503,.483,G,daniedy01
180,JD Davison,BOS,2,53,2022,Alabama,2022-23,20,BOS,12,0,0,66,8,19,6,12,2,7,1,2,2,7,9,11,2,2,4,5,19,.421,.500,.286,.500,.478,.474,G,davisjd01
181,Johnny Davis,WAS,1,10,2022,Wisconsin,2022-23,20,WAS,28,5,0,423,66,171,49,101,17,70,14,27,10,55,65,28,10,8,17,48,163,.386,.485,.243,.519,.446,.436,G,davisjo06
182,Moussa Diabaté,LAC,2,43,2022,Michigan,2022-23,21,LAC,22,1,0,195,24,47,23,45,1,2,10,16,31,19,50,4,7,8,9,15,59,.511,.511,.500,.625,.546,.521,F,diabamo01
183,Ousmane Dieng,NYK,1,11,2022,,2022-23,19,OKC,39,1,0,569,76,181,50,83,26,98,15,23,19,86,105,46,14,7,26,42,193,.420,.602,.265,.652,.505,.492,F,diengou01
184,Jalen Duren,CHA,1,13,2022,Memphis,2022-23,19,DET,67,31,0,1670,258,398,258,396,0,2,96,157,229,366,595,75,44,59,92,182,612,.648,.652,.000,.611,.655,.648,C,durenja01
185,Tari Eason,HOU,1,17,2022,Louisiana State,2022-23,21,HOU,82,5,0,1767,296,660,237,488,59,172,109,145,195,301,496,88,96,47,101,189,760,.448,.486,.343,.752,.525,.493,F,easonta01
186,RaiQuan Gray,NJN,2,59,2021,Florida State,2022-23,23,BRK,1,0,0,35,6,12,4,7,2,5,2,2,3,6,9,7,0,1,4,5,16,.500,.571,.400,1.000,.621,.583,F,grayra01
187,AJ Griffin,ATL,1,16,2022,Duke,2022-23,19,ATL,72,12,0,1401,248,533,147,274,101,259,42,47,37,116,153,73,42,12,42,87,639,.465,.536,.390,.894,.577,.560,F,griffaj01
188,Jaden Hardy,SAC,2,37,2022,,2022-23,20,DAL,48,5,0,708,146,333,83,177,63,156,65,79,11,78,89,65,17,7,46,64,420,.438,.469,.404,.823,.571,.533,G,hardyja02
189,Caleb Houstan,ORL,2,32,2022,Michigan,2022-23,20,ORL,51,4,0,812,66,182,20,46,46,136,15,18,34,65,99,30,12,7,18,63,193,.363,.435,.338,.833,.508,.489,G-F,houstca01
190,Jaden Ivey,DET,1,5,2022,Purdue,2022-23,20,DET,74,73,0,2304,409,983,289,633,120,350,266,356,73,215,288,387,61,17,237,242,1204,.416,.457,.343,.747,.528,.477,G,iveyja01
191,Nikola Jović,MIA,1,27,2022,,2022-23,19,MIA,15,8,0,204,28,69,20,34,8,35,18,19,9,22,31,10,7,2,10,19,82,.406,.588,.229,.947,.530,.464,G-F,jovicni01
192,Trevor Keels,NYK,2,42,2022,Duke,2022-23,19,NYK,3,0,0,8,1,4,0,0,1,4,0,0,0,2,2,0,0,0,0,0,3,.250,,.250,,.375,.375,G,keelstr01
193,Walker Kessler,MEM,1,22,2022,Auburn,2022-23,21,UTA,74,40,0,1703,298,414,297,411,1,3,82,159,231,389,620,69,26,173,58,169,679,.720,.723,.333,.516,.702,.721,C,kesslwa01
194,Christian Koloko,TOR,2,33,2022,Arizona,2022-23,22,TOR,58,19,0,802,72,150,71,138,1,12,37,59,84,87,171,31,21,57,20,128,182,.480,.514,.083,.627,.517,.483,C,kolokch01
195,Jake LaRavia,MIN,1,19,2022,Wake Forest,2022-23,21,MEM,35,0,0,414,37,95,13,24,24,71,7,9,19,44,63,21,12,4,18,49,105,.389,.542,.338,.778,.531,.516,F,laravja01
196,Tyrese Martin,GSW,2,51,2022,Connecticut,2022-23,23,ATL,16,0,0,66,9,23,8,16,1,7,2,2,5,7,12,2,1,0,2,2,21,.391,.500,.143,1.000,.440,.413,G,martity01
197,Bennedict Mathurin,IND,1,6,2022,Arizona,2022-23,20,IND,78,17,0,2222,413,951,313,641,100,310,376,454,87,231,318,116,48,13,152,162,1302,.434,.488,.323,.828,.566,.487,G-F,mathube01
198,Bryce McGowens,MIN,2,40,2022,Nebraska,2022-23,20,CHO,46,7,0,787,80,202,54,122,26,80,60,80,20,73,93,54,15,6,43,48,246,.396,.443,.325,.750,.519,.460,G-F,mcgowbr01
199,Josh Minott,CHA,2,45,2022,Memphis,2022-23,20,MIN,15,0,0,96,18,36,16,30,2,6,8,8,5,20,25,5,4,6,3,10,46,.500,.533,.333,1.000,.582,.528,F,minotjo01
200,Isaiah Mobley,CLE,2,49,2022,Southern California,2022-23,23,CLE,12,0,0,84,12,28,9,20,3,8,4,4,4,16,20,3,4,3,1,8,31,.429,.450,.375,1.000,.521,.482,F,mobleis01
201,Wendell Moore Jr.,DAL,1,26,2022,Duke,2022-23,21,MIN,29,2,0,153,18,43,16,26,2,17,4,5,4,14,18,18,8,5,8,13,42,.419,.615,.118,.800,.465,.442,G-F,moorewe01
202,Keegan Murray,SAC,1,4,2022,Iowa,2022-23,22,SAC,80,78,0,2382,354,782,148,281,206,501,62,81,89,282,371,98,61,42,60,162,976,.453,.527,.411,.765,.597,.584,F,murrake02
203,Andrew Nembhard,IND,2,31,2022,Gonzaga,2022-23,23,IND,75,63,0,2073,284,644,192,381,92,263,49,62,35,164,199,341,70,13,126,179,709,.441,.504,.350,.790,.528,.512,G,nembhan01
204,Jason Preston,ORL,2,33,2021,Ohio,2022-23,23,LAC,14,0,0,124,18,41,13,23,5,18,0,2,2,20,22,27,2,0,10,7,41,.439,.565,.278,.000,.489,.500,G,prestja01
205,David Roddy,PHI,1,23,2022,Colorado State,2022-23,21,MEM,70,4,0,1258,180,420,115,208,65,212,41,65,50,143,193,59,29,19,57,107,466,.429,.553,.307,.631,.519,.506,F,roddyda01
206,Ryan Rollins,ATL,2,44,2022,Toledo,2022-23,20,GSW,12,0,0,62,7,20,4,11,3,9,6,6,3,9,12,6,1,1,16,10,23,.350,.364,.333,1.000,.508,.425,G,rolliry01
207,Shaedon Sharpe,POR,1,7,2022,Kentucky,2022-23,19,POR,80,15,0,1779,306,648,204,365,102,283,75,105,63,173,236,94,38,24,83,136,789,.472,.559,.360,.714,.568,.551,G,sharpsh01
208,Jabari Smith Jr.,HOU,1,3,2022,Auburn,2022-23,19,HOU,79,79,0,2451,364,892,244,501,120,391,162,206,122,447,569,101,43,74,104,227,1010,.408,.487,.307,.786,.514,.475,F-C,smithja05
209,Jeremy Sochan,SAS,1,9,2022,Baylor,2022-23,19,SAS,56,53,0,1458,250,552,217,418,33,134,81,116,95,200,295,142,43,23,97,138,614,.453,.519,.246,.698,.509,.483,F-G,sochaje01
210,Dalen Terry,CHI,1,18,2022,Arizona,2022-23,20,CHI,38,0,0,214,32,72,25,45,7,27,14,21,12,25,37,22,11,5,8,24,85,.444,.556,.259,.667,.523,.493,G,terryda01
211,Jabari Walker,POR,2,57,2022,Colorado,2022-23,20,POR,56,0,0,619,83,198,67,142,16,56,34,45,48,83,131,34,10,13,29,69,216,.419,.472,.286,.756,.496,.460,F-C,walkeja01
212,TyTy Washington Jr.,MEM,1,29,2022,Kentucky,2022-23,21,HOU,31,2,0,433,58,160,39,80,19,80,10,18,2,43,45,47,15,2,14,29,145,.363,.488,.238,.556,.432,.422,G,washity02
213,Peyton Watson,OKC,1,30,2022,UCLA,2022-23,20,DEN,23,2,0,186,29,59,23,45,6,14,11,20,8,29,37,11,2,11,8,14,75,.492,.511,.429,.550,.553,.542,G-F,watsope01
214,Blake Wesley,SAS,1,25,2022,Notre Dame,2022-23,19,SAS,37,1,0,669,69,215,49,163,20,52,26,44,12,69,81,98,25,5,65,67,184,.321,.301,.385,.591,.393,.367,G,weslebl01
215,Jalen Williams,OKC,1,12,2022,Santa Clara,2022-23,21,OKC,75,62,0,2276,414,794,341,589,73,205,155,191,84,253,337,248,103,35,123,191,1056,.521,.579,.356,.812,.601,.567,G,willija06
216,Jaylin Williams,OKC,2,34,2022,Arkansas,2022-23,20,OKC,49,36,0,914,102,234,56,121,46,113,38,54,44,197,241,76,28,12,37,111,288,.436,.463,.407,.704,.559,.534,F,willija07
217,Mark Williams,CHA,1,15,2022,Duke,2022-23,21,CHO,43,17,0,828,160,251,160,251,0,0,67,97,93,211,304,18,28,45,40,94,387,.637,.637,,.691,.659,.637,C,willima07
218,Vince Williams Jr.,MEM,2,47,2022,VCU,2022-23,22,MEM,15,1,0,105,12,40,8,12,4,28,2,2,4,11,15,4,6,2,5,12,30,.300,.667,.143,1.000,.367,.350,F,willivi01
219,Santi Aldama,UTA,1,30,2021,Loyola (MD),2021-22,21,MEM,32,0,0,360,53,132,47,84,6,48,20,32,33,54,87,21,6,10,16,36,132,.402,.560,.125,.625,.452,.424,F-C,aldamsa01
220,Dalano Banton,TOR,2,46,2021,Nebraska,2021-22,22,TOR,64,1,0,696,83,202,70,151,13,51,26,44,38,86,124,99,28,10,53,68,205,.411,.464,.255,.591,.463,.443,G-F,bantoda01
221,Scottie Barnes,TOR,1,4,2021,Florida State,2021-22,20,TOR,74,74,0,2617,459,932,401,739,58,193,158,215,195,362,557,256,80,55,136,192,1134,.492,.543,.301,.735,.552,.524,G-F,barnesc01
222,Charles Bassey,PHI,2,53,2021,Western Kentucky,2021-22,21,PHI,23,0,0,168,30,47,30,43,0,4,9,12,22,40,62,7,5,17,8,32,69,.638,.698,.000,.750,.660,.638,C,bassech01
223,Leandro Bolmaro,NYK,1,23,2020,,2021-22,21,MIN,35,2,0,241,17,54,12,36,5,18,11,13,16,27,43,21,6,0,13,26,50,.315,.333,.278,.846,.419,.361,F,bolmale01
224,Brandon Boston Jr.,MEM,2,51,2021,Kentucky,2021-22,20,LAC,51,0,0,760,125,325,91,214,34,111,59,72,17,94,111,51,26,13,31,43,343,.385,.425,.306,.819,.481,.437,G-F,bostobr01
225,James Bouknight,CHA,1,11,2021,Connecticut,2021-22,21,CHO,31,0,0,304,49,141,32,92,17,49,27,31,22,30,52,26,7,1,15,29,142,.348,.348,.347,.871,.459,.408,G,bouknja01
226,Greg Brown III,NOH,2,43,2021,Texas,2021-22,20,POR,48,6,0,640,81,190,62,129,19,61,44,65,38,97,135,35,26,24,36,90,225,.426,.481,.311,.677,.515,.476,F,browngr01
227,Jared Butler,NOH,2,40,2021,Baylor,2021-22,21,UTA,42,1,0,360,61,151,33,63,28,88,11,16,5,40,45,63,17,8,33,47,161,.404,.524,.318,.688,.509,.497,G,butleja02
228,Josh Christopher,HOU,1,24,2021,Arizona State,2021-22,20,HOU,74,2,0,1334,224,500,168,311,56,189,83,113,52,134,186,150,65,13,114,97,587,.448,.540,.296,.735,.534,.504,G,chrisjo01
229,Sharife Cooper,ATL,2,48,2021,Auburn,2021-22,20,ATL,13,0,0,39,3,14,2,8,1,6,0,0,0,5,5,5,0,0,5,1,7,.214,.250,.167,,.250,.250,G,coopesh01
230,Petr Cornelie,DEN,2,53,2016,,2021-22,26,DEN,13,0,0,38,5,15,4,7,1,8,3,4,7,7,14,3,1,1,4,7,14,.333,.571,.125,.750,.418,.367,F,cornepe01
231,Cade Cunningham,DET,1,1,2021,Oklahoma State,2021-22,20,DET,64,64,0,2088,429,1031,315,668,114,363,142,168,58,296,354,356,78,43,234,200,1114,.416,.472,.314,.845,.504,.471,G,cunnica01
232,Ayo Dosunmu,CHI,2,38,2021,Illinois,2021-22,22,CHI,77,40,0,2110,278,535,208,349,70,186,53,78,27,187,214,256,60,29,108,182,679,.520,.596,.376,.679,.596,.585,G,dosunay01
233,Chris Duarte,IND,1,13,2021,Oregon,2021-22,24,IND,55,39,0,1541,268,621,174,366,94,255,90,112,41,185,226,114,56,10,90,95,720,.432,.475,.369,.804,.537,.507,G,duartch01
234,Kessler Edwards,NJN,2,44,2021,Pepperdine,2021-22,21,BRK,48,23,0,987,110,267,62,131,48,136,16,19,44,128,172,31,29,24,42,85,284,.412,.473,.353,.842,.516,.502,F,edwarke02
235,Usman Garuba,HOU,1,23,2021,,2021-22,19,HOU,24,2,0,239,19,44,14,24,5,20,5,7,21,62,83,17,10,11,6,28,48,.432,.583,.250,.714,.510,.489,F,garubus01
236,Luka Garza,DET,2,52,2021,Iowa,2021-22,23,DET,32,5,0,389,66,147,50,98,16,49,38,61,58,42,100,20,9,6,18,55,186,.449,.510,.327,.623,.535,.503,F-C,garzalu01
237,Josh Giddey,OKC,1,6,2021,,2021-22,19,OKC,54,54,0,1700,281,670,225,457,56,213,56,79,98,323,421,345,51,20,171,88,674,.419,.492,.263,.709,.478,.461,G,giddejo01
238,Jalen Green,HOU,1,2,2021,,2021-22,19,HOU,67,67,0,2138,406,954,249,496,157,458,188,236,33,193,226,176,44,18,135,103,1157,.426,.502,.343,.797,.547,.508,G,greenja05
239,Quentin Grimes,LAC,1,25,2021,Houston,2021-22,21,NYK,46,6,0,786,95,235,23,46,72,189,13,19,24,70,94,44,31,11,28,72,275,.404,.500,.381,.684,.565,.557,G-F,grimequ01
240,Bones Hyland,DEN,1,26,2021,VCU,2021-22,21,DEN,69,4,0,1310,230,571,99,213,131,358,107,125,14,174,188,191,41,20,86,153,698,.403,.465,.366,.856,.558,.518,G,hylanbo01
241,Isaiah Jackson,LAL,1,22,2021,Kentucky,2021-22,20,IND,36,15,0,541,116,206,111,190,5,16,60,88,60,89,149,10,25,52,40,92,297,.563,.584,.313,.682,.607,.575,C-F,jacksis01
242,David Johnson,TOR,2,47,2021,Louisville,2021-22,20,TOR,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,,.000,,.000,.000,G,johnsda08
243,Jalen Johnson,ATL,1,20,2021,Duke,2021-22,20,ATL,22,0,0,120,22,41,19,28,3,13,5,7,2,24,26,3,3,2,9,9,52,.537,.679,.231,.714,.590,.573,F,johnsja05
244,Keon Johnson,NYK,1,21,2021,Tennessee,2021-22,19,LACPOR,37,12,0,697,96,272,62,172,34,100,41,51,24,57,81,76,28,12,46,69,267,.353,.360,.340,.804,.453,.415,G,johnske07
245,Herbert Jones,NOH,2,35,2021,Alabama,2021-22,23,NOP,78,69,0,2335,274,576,217,407,57,169,137,163,98,198,296,167,130,60,100,238,742,.476,.533,.337,.840,.573,.525,F,joneshe01
246,Kai Jones,NYK,1,19,2021,Texas,2021-22,21,CHO,21,0,0,63,9,14,8,12,1,2,3,8,3,8,11,4,1,2,6,8,22,.643,.667,.500,.375,.628,.679,F-C,joneska01
247,Georgios Kalaitzakis,IND,2,60,2021,,2021-22,23,MILOKC,13,4,0,214,31,67,21,41,10,26,14,30,6,15,21,12,11,2,20,19,86,.463,.512,.385,.467,.536,.537,G-F,kalaige01
248,Corey Kispert,WAS,1,15,2021,Gonzaga,2021-22,22,WAS,77,36,0,1801,234,514,122,194,112,320,54,62,53,156,209,85,35,22,50,93,634,.455,.629,.350,.871,.586,.564,G-F,kispeco01
249,Vit Krejci,WAS,2,37,2020,,2021-22,21,OKC,30,8,0,690,68,167,36,69,32,98,19,22,18,83,101,57,19,8,29,65,187,.407,.522,.327,.864,.529,.503,G,krejcvi01
250,Arnoldas Kulboka,CHA,2,55,2018,,2021-22,24,CHO,2,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.000,,.000,,.000,.000,F,kulboar01
251,Jonathan Kuminga,GSW,1,7,2021,,2021-22,19,GSW,70,12,0,1185,236,460,186,311,50,149,130,190,54,180,234,64,31,22,74,146,652,.513,.598,.336,.684,.600,.567,F,kuminjo01
252,Scottie Lewis,CHA,2,56,2021,Florida,2021-22,21,CHO,2,0,0,7,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,,,,.500,.568,,G,lewissc01
253,Isaiah Livers,DET,2,42,2021,Michigan,2021-22,23,DET,19,5,0,383,41,90,14,26,27,64,12,14,15,42,57,21,13,7,15,37,121,.456,.538,.422,.857,.629,.606,F,liveris01
254,Sandro Mamukelashvili,IND,2,54,2021,Seton Hall,2021-22,22,MIL,41,3,0,407,57,115,35,63,22,52,18,22,35,47,82,22,9,9,15,28,154,.496,.556,.423,.818,.618,.591,C-F,mamuksa01
